mouse_gene,human_gene_upper,human_gene,in_bulk,in_sce
Setdb1,SETDB1,SETDB1,True,True
Setdb2,SETDB2,SETDB2,True,True
Setmar,SETMAR,SETMAR,True,True
Setx,SETX,SETX,True,True
Sez6,SEZ6,SEZ6,True,True
Sez6l,SEZ6L,SEZ6L,True,True
Sez6l2,SEZ6L2,SEZ6L2,True,True
Sf1,SF1,SF1,True,True
Sf3a1,SF3A1,SF3A1,True,True
Sf3a2,SF3A2,SF3A2,True,True
Sf3a3,SF3A3,SF3A3,True,True
Sf3b1,SF3B1,SF3B1,True,True
Sf3b2,SF3B2,SF3B2,True,True
Sf3b3,SF3B3,SF3B3,True,True
Sf3b4,SF3B4,SF3B4,True,True
Sf3b5,SF3B5,SF3B5,True,True
Sf3b6,SF3B6,SF3B6,True,True
Sfi1,SFI1,SFI1,True,True
Sfmbt1,SFMBT1,SFMBT1,True,True
Sfmbt2,SFMBT2,SFMBT2,True,True
Sfn,SFN,SFN,False,True
Sfpq,SFPQ,SFPQ,True,True
Sfr1,SFR1,SFR1,True,True
Sfrp1,SFRP1,SFRP1,True,True
Sfrp2,SFRP2,SFRP2,True,True
Sfrp4,SFRP4,SFRP4,True,True
Sfrp5,SFRP5,SFRP5,True,True
Sfswap,SFSWAP,SFSWAP,True,True
Sft2d1,SFT2D1,SFT2D1,True,True
Sft2d2,SFT2D2,SFT2D2,True,True
Sft2d3,SFT2D3,SFT2D3,True,True
Sfta2,SFTA2,SFTA2,False,True
Sftpc,SFTPC,SFTPC,True,True
Sfxn1,SFXN1,SFXN1,True,True
Sfxn2,SFXN2,SFXN2,True,True
Sfxn3,SFXN3,SFXN3,True,True
Sfxn4,SFXN4,SFXN4,True,True
Sfxn5,SFXN5,SFXN5,True,True
Sgca,SGCA,SGCA,True,True
Sgcb,SGCB,SGCB,True,True
Sgcd,SGCD,SGCD,True,True
Sgce,SGCE,SGCE,True,True
Sgcg,SGCG,SGCG,True,True
Sgcz,SGCZ,SGCZ,True,True
Sgf29,SGF29,SGF29,True,True
Sgip1,SGIP1,SGIP1,True,True
Sgk1,SGK1,SGK1,True,True
Sgk2,SGK2,SGK2,True,True
Sgk3,SGK3,SGK3,True,True
Sgms1,SGMS1,SGMS1,True,True
Sgms2,SGMS2,SGMS2,True,True
Sgo1,SGO1,SGO1,False,True
Sgpl1,SGPL1,SGPL1,True,True
Sgpp1,SGPP1,SGPP1,True,True
Sgpp2,SGPP2,SGPP2,True,True
Sgsh,SGSH,SGSH,True,True
Sgsm1,SGSM1,SGSM1,True,True
Sgsm2,SGSM2,SGSM2,True,True
Sgsm3,SGSM3,SGSM3,True,True
Sgta,SGTA,SGTA,True,True
Sgtb,SGTB,SGTB,True,True
Sh2b1,SH2B1,SH2B1,True,True
Sh2b2,SH2B2,SH2B2,True,True
Sh2b3,SH2B3,SH2B3,True,True
Sh2d1a,SH2D1A,SH2D1A,False,True
Sh2d3c,SH2D3C,SH2D3C,True,True
Sh2d4a,SH2D4A,SH2D4A,True,True
Sh2d4b,SH2D4B,SH2D4B,True,True
Sh2d5,SH2D5,SH2D5,True,True
Sh2d6,SH2D6,SH2D6,True,True
Sh3bgr,SH3BGR,SH3BGR,True,True
Sh3bgrl,SH3BGRL,SH3BGRL,True,True
Sh3bgrl2,SH3BGRL2,SH3BGRL2,True,True
Sh3bgrl3,SH3BGRL3,SH3BGRL3,True,True
Sh3bp1,SH3BP1,SH3BP1,True,True
Sh3bp2,SH3BP2,SH3BP2,True,True
Sh3bp4,SH3BP4,SH3BP4,True,True
Sh3bp5,SH3BP5,SH3BP5,True,True
Sh3bp5l,SH3BP5L,SH3BP5L,True,True
Sh3d19,SH3D19,SH3D19,True,True
Sh3d21,SH3D21,SH3D21,True,True
Sh3gl1,SH3GL1,SH3GL1,True,True
Sh3gl2,SH3GL2,SH3GL2,True,True
Sh3gl3,SH3GL3,SH3GL3,True,True
Sh3glb1,SH3GLB1,SH3GLB1,True,True
Sh3glb2,SH3GLB2,SH3GLB2,True,True
Sh3kbp1,SH3KBP1,SH3KBP1,True,True
Sh3pxd2a,SH3PXD2A,SH3PXD2A,True,True
Sh3pxd2b,SH3PXD2B,SH3PXD2B,True,True
Sh3rf1,SH3RF1,SH3RF1,True,True
Sh3rf2,SH3RF2,SH3RF2,True,True
Sh3rf3,SH3RF3,SH3RF3,True,True
Sh3tc1,SH3TC1,SH3TC1,True,True
Sh3tc2,SH3TC2,SH3TC2,True,True
Sh3yl1,SH3YL1,SH3YL1,True,True
Shank1,SHANK1,SHANK1,True,True
Shank2,SHANK2,SHANK2,True,True
Shank3,SHANK3,SHANK3,True,True
Sharpin,SHARPIN,SHARPIN,True,True
Shb,SHB,SHB,True,True
Shc1,SHC1,SHC1,True,True
Shc2,SHC2,SHC2,True,True
Shc3,SHC3,SHC3,True,True
Shc4,SHC4,SHC4,True,True
Shcbp1,SHCBP1,SHCBP1,True,True
Shcbp1l,SHCBP1L,SHCBP1L,False,True
Shd,SHD,SHD,True,True
She,SHE,SHE,True,True
Shf,SHF,SHF,True,True
Shfl,SHFL,SHFL,False,True
Shh,SHH,SHH,True,True
Shisa2,SHISA2,SHISA2,True,True
Shisa3,SHISA3,SHISA3,True,True
Shisa4,SHISA4,SHISA4,True,True
Shisa5,SHISA5,SHISA5,True,True
Shisa6,SHISA6,SHISA6,True,True
Shisa7,SHISA7,SHISA7,True,True
Shisa8,SHISA8,SHISA8,True,True
Shisa9,SHISA9,SHISA9,True,True
Shisal1,SHISAL1,SHISAL1,False,True
Shisal2a,SHISAL2A,SHISAL2A,False,True
Shkbp1,SHKBP1,SHKBP1,True,True
Shld1,SHLD1,SHLD1,False,True
Shld2,SHLD2,SHLD2,False,True
Shld3,SHLD3,SHLD3,False,True
Shmt1,SHMT1,SHMT1,True,True
Shmt2,SHMT2,SHMT2,True,True
Shoc2,SHOC2,SHOC2,True,True
Shox2,SHOX2,SHOX2,True,True
Shpk,SHPK,SHPK,True,True
Shprh,SHPRH,SHPRH,True,True
Shq1,SHQ1,SHQ1,True,True
Shroom1,SHROOM1,SHROOM1,True,True
Shroom2,SHROOM2,SHROOM2,True,True
Shroom3,SHROOM3,SHROOM3,True,True
Shroom4,SHROOM4,SHROOM4,True,True
Shtn1,SHTN1,SHTN1,True,True
Siae,SIAE,SIAE,True,True
Siah2,SIAH2,SIAH2,True,True
Siah3,SIAH3,SIAH3,True,True
Sidt1,SIDT1,SIDT1,True,True
Sidt2,SIDT2,SIDT2,True,True
Sigirr,SIGIRR,SIGIRR,True,True
Sigmar1,SIGMAR1,SIGMAR1,True,True
Sik1,SIK1,SIK1,True,True
Sik2,SIK2,SIK2,True,True
Sik3,SIK3,SIK3,True,True
Sike1,SIKE1,SIKE1,True,True
Sil1,SIL1,SIL1,True,True
Sim1,SIM1,SIM1,True,True
Simc1,SIMC1,SIMC1,True,True
Sin3a,SIN3A,SIN3A,True,True
Sin3b,SIN3B,SIN3B,True,True
Sinhcaf,SINHCAF,SINHCAF,False,True
Sipa1,SIPA1,SIPA1,True,True
Sipa1l1,SIPA1L1,SIPA1L1,True,True
Sipa1l2,SIPA1L2,SIPA1L2,True,True
Sipa1l3,SIPA1L3,SIPA1L3,True,True
Sirpa,SIRPA,SIRPA,True,True
Sirt1,SIRT1,SIRT1,True,True
Sirt2,SIRT2,SIRT2,True,True
Sirt3,SIRT3,SIRT3,True,True
Sirt4,SIRT4,SIRT4,True,True
Sirt5,SIRT5,SIRT5,True,True
Sirt6,SIRT6,SIRT6,True,True
Sirt7,SIRT7,SIRT7,True,True
Siva1,SIVA1,SIVA1,True,True
Six1,SIX1,SIX1,False,True
Six3,SIX3,SIX3,True,True
Six4,SIX4,SIX4,True,True
Six5,SIX5,SIX5,True,True
Ska1,SKA1,SKA1,False,True
Ska2,SKA2,SKA2,True,True
Ska3,SKA3,SKA3,True,True
Skap1,SKAP1,SKAP1,True,True
Skap2,SKAP2,SKAP2,True,True
Ski,SKI,SKI,True,True
Skida1,SKIDA1,SKIDA1,True,True
Skil,SKIL,SKIL,True,True
Skiv2l,SKIV2L,SKIV2L,True,True
Skiv2l2,SKIV2L2,SKIV2L2,True,False
Skp2,SKP2,SKP2,True,True
Sla,SLA,SLA,True,True
Sla2,SLA2,SLA2,True,True
Slain1,SLAIN1,SLAIN1,True,True
Slain2,SLAIN2,SLAIN2,True,True
Slamf1,SLAMF1,SLAMF1,False,True
Slamf6,SLAMF6,SLAMF6,False,True
Slamf7,SLAMF7,SLAMF7,False,True
Slamf8,SLAMF8,SLAMF8,False,True
Slbp,SLBP,SLBP,True,True
Slc10a1,SLC10A1,SLC10A1,False,True
Slc10a3,SLC10A3,SLC10A3,True,True
Slc10a7,SLC10A7,SLC10A7,True,True
Slc11a1,SLC11A1,SLC11A1,True,True
Slc11a2,SLC11A2,SLC11A2,True,True
Slc12a1,SLC12A1,SLC12A1,True,True
Slc12a2,SLC12A2,SLC12A2,True,True
Slc12a3,SLC12A3,SLC12A3,True,True
Slc12a4,SLC12A4,SLC12A4,True,True
Slc12a5,SLC12A5,SLC12A5,True,True
Slc12a6,SLC12A6,SLC12A6,True,True
Slc12a7,SLC12A7,SLC12A7,True,True
Slc12a8,SLC12A8,SLC12A8,True,True
Slc12a9,SLC12A9,SLC12A9,True,True
Slc13a1,SLC13A1,SLC13A1,False,True
Slc13a3,SLC13A3,SLC13A3,True,True
Slc13a4,SLC13A4,SLC13A4,True,True
Slc13a5,SLC13A5,SLC13A5,True,True
Slc14a1,SLC14A1,SLC14A1,True,True
Slc14a2,SLC14A2,SLC14A2,False,True
Slc15a1,SLC15A1,SLC15A1,False,True
Slc15a2,SLC15A2,SLC15A2,True,True
Slc15a3,SLC15A3,SLC15A3,True,True
Slc15a4,SLC15A4,SLC15A4,True,True
Slc15a5,SLC15A5,SLC15A5,True,True
Slc16a1,SLC16A1,SLC16A1,True,True
Slc16a10,SLC16A10,SLC16A10,True,True
Slc16a11,SLC16A11,SLC16A11,True,True
Slc16a12,SLC16A12,SLC16A12,True,True
Slc16a13,SLC16A13,SLC16A13,True,True
Slc16a14,SLC16A14,SLC16A14,True,True
Slc16a2,SLC16A2,SLC16A2,True,True
Slc16a3,SLC16A3,SLC16A3,True,True
Slc16a4,SLC16A4,SLC16A4,True,True
Slc16a5,SLC16A5,SLC16A5,True,True
Slc16a6,SLC16A6,SLC16A6,True,True
Slc16a7,SLC16A7,SLC16A7,True,True
Slc16a8,SLC16A8,SLC16A8,True,True
Slc16a9,SLC16A9,SLC16A9,True,True
Slc17a5,SLC17A5,SLC17A5,True,True
Slc17a6,SLC17A6,SLC17A6,True,True
Slc17a7,SLC17A7,SLC17A7,True,True
Slc17a8,SLC17A8,SLC17A8,True,True
Slc17a9,SLC17A9,SLC17A9,True,True
Slc18a1,SLC18A1,SLC18A1,True,True
Slc18a2,SLC18A2,SLC18A2,True,True
Slc18a3,SLC18A3,SLC18A3,False,True
Slc18b1,SLC18B1,SLC18B1,True,True
Slc19a1,SLC19A1,SLC19A1,True,True
Slc19a2,SLC19A2,SLC19A2,True,True
Slc19a3,SLC19A3,SLC19A3,True,True
Slc1a1,SLC1A1,SLC1A1,True,True
Slc1a2,SLC1A2,SLC1A2,True,True
Slc1a3,SLC1A3,SLC1A3,True,True
Slc1a4,SLC1A4,SLC1A4,True,True
Slc1a5,SLC1A5,SLC1A5,True,True
Slc1a6,SLC1A6,SLC1A6,True,True
Slc1a7,SLC1A7,SLC1A7,True,True
Slc20a1,SLC20A1,SLC20A1,True,True
Slc20a2,SLC20A2,SLC20A2,True,True
Slc22a1,SLC22A1,SLC22A1,True,True
Slc22a14,SLC22A14,SLC22A14,True,True
Slc22a15,SLC22A15,SLC22A15,True,True
Slc22a17,SLC22A17,SLC22A17,True,True
Slc22a18,SLC22A18,SLC22A18,True,True
Slc22a2,SLC22A2,SLC22A2,False,True
Slc22a23,SLC22A23,SLC22A23,True,True
Slc22a3,SLC22A3,SLC22A3,True,True
Slc22a4,SLC22A4,SLC22A4,True,True
Slc22a5,SLC22A5,SLC22A5,True,True
Slc22a6,SLC22A6,SLC22A6,True,True
Slc22a8,SLC22A8,SLC22A8,True,True
Slc23a1,SLC23A1,SLC23A1,False,True
Slc23a2,SLC23A2,SLC23A2,True,True
Slc23a3,SLC23A3,SLC23A3,False,True
Slc24a1,SLC24A1,SLC24A1,True,True
Slc24a2,SLC24A2,SLC24A2,True,True
Slc24a3,SLC24A3,SLC24A3,True,True
Slc24a4,SLC24A4,SLC24A4,True,True
Slc24a5,SLC24A5,SLC24A5,True,True
Slc25a1,SLC25A1,SLC25A1,True,True
Slc25a10,SLC25A10,SLC25A10,True,True
Slc25a11,SLC25A11,SLC25A11,True,True
Slc25a12,SLC25A12,SLC25A12,True,True
Slc25a13,SLC25A13,SLC25A13,True,True
Slc25a14,SLC25A14,SLC25A14,True,True
Slc25a15,SLC25A15,SLC25A15,True,True
Slc25a16,SLC25A16,SLC25A16,True,True
Slc25a17,SLC25A17,SLC25A17,True,True
Slc25a18,SLC25A18,SLC25A18,True,True
Slc25a19,SLC25A19,SLC25A19,True,True
Slc25a2,SLC25A2,SLC25A2,False,True
Slc25a20,SLC25A20,SLC25A20,True,True
Slc25a21,SLC25A21,SLC25A21,True,True
Slc25a22,SLC25A22,SLC25A22,True,True
Slc25a23,SLC25A23,SLC25A23,True,True
Slc25a24,SLC25A24,SLC25A24,True,True
Slc25a25,SLC25A25,SLC25A25,True,True
Slc25a26,SLC25A26,SLC25A26,True,True
Slc25a27,SLC25A27,SLC25A27,True,True
Slc25a28,SLC25A28,SLC25A28,True,True
Slc25a29,SLC25A29,SLC25A29,True,True
Slc25a3,SLC25A3,SLC25A3,True,True
Slc25a30,SLC25A30,SLC25A30,True,True
Slc25a31,SLC25A31,SLC25A31,False,True
Slc25a32,SLC25A32,SLC25A32,True,True
Slc25a33,SLC25A33,SLC25A33,True,True
Slc25a34,SLC25A34,SLC25A34,True,True
Slc25a35,SLC25A35,SLC25A35,True,True
Slc25a36,SLC25A36,SLC25A36,True,True
Slc25a37,SLC25A37,SLC25A37,True,True
Slc25a38,SLC25A38,SLC25A38,True,True
Slc25a39,SLC25A39,SLC25A39,True,True
Slc25a4,SLC25A4,SLC25A4,True,True
Slc25a40,SLC25A40,SLC25A40,True,True
Slc25a41,SLC25A41,SLC25A41,True,True
Slc25a42,SLC25A42,SLC25A42,True,True
Slc25a43,SLC25A43,SLC25A43,True,True
Slc25a44,SLC25A44,SLC25A44,True,True
Slc25a45,SLC25A45,SLC25A45,True,True
Slc25a46,SLC25A46,SLC25A46,True,True
Slc25a47,SLC25A47,SLC25A47,False,True
Slc25a48,SLC25A48,SLC25A48,True,True
Slc25a5,SLC25A5,SLC25A5,True,True
Slc25a51,SLC25A51,SLC25A51,True,True
Slc25a53,SLC25A53,SLC25A53,True,True
Slc26a1,SLC26A1,SLC26A1,True,True
Slc26a10,SLC26A10,SLC26A10,True,True
Slc26a11,SLC26A11,SLC26A11,True,True
Slc26a2,SLC26A2,SLC26A2,True,True
Slc26a3,SLC26A3,SLC26A3,False,True
Slc26a4,SLC26A4,SLC26A4,True,True
Slc26a5,SLC26A5,SLC26A5,True,True
Slc26a6,SLC26A6,SLC26A6,True,True
Slc26a7,SLC26A7,SLC26A7,True,True
Slc26a8,SLC26A8,SLC26A8,True,True
Slc26a9,SLC26A9,SLC26A9,True,True
Slc27a1,SLC27A1,SLC27A1,True,True
Slc27a2,SLC27A2,SLC27A2,True,True
Slc27a3,SLC27A3,SLC27A3,True,True
Slc27a4,SLC27A4,SLC27A4,True,True
Slc27a5,SLC27A5,SLC27A5,True,True
Slc27a6,SLC27A6,SLC27A6,True,True
Slc28a1,SLC28A1,SLC28A1,False,True
Slc28a2,SLC28A2,SLC28A2,False,True
Slc28a3,SLC28A3,SLC28A3,True,True
Slc29a1,SLC29A1,SLC29A1,True,True
Slc29a2,SLC29A2,SLC29A2,True,True
Slc29a3,SLC29A3,SLC29A3,True,True
Slc29a4,SLC29A4,SLC29A4,True,True
Slc2a1,SLC2A1,SLC2A1,True,True
Slc2a10,SLC2A10,SLC2A10,True,True
Slc2a12,SLC2A12,SLC2A12,True,True
Slc2a13,SLC2A13,SLC2A13,True,True
Slc2a2,SLC2A2,SLC2A2,False,True
Slc2a3,SLC2A3,SLC2A3,True,True
Slc2a4,SLC2A4,SLC2A4,True,True
Slc2a5,SLC2A5,SLC2A5,True,True
Slc2a6,SLC2A6,SLC2A6,True,True
Slc2a8,SLC2A8,SLC2A8,True,True
Slc2a9,SLC2A9,SLC2A9,True,True
Slc30a1,SLC30A1,SLC30A1,True,True
Slc30a10,SLC30A10,SLC30A10,True,True
Slc30a3,SLC30A3,SLC30A3,True,True
Slc30a4,SLC30A4,SLC30A4,True,True
Slc30a5,SLC30A5,SLC30A5,True,True
Slc30a6,SLC30A6,SLC30A6,True,True
Slc30a7,SLC30A7,SLC30A7,True,True
Slc30a9,SLC30A9,SLC30A9,True,True
Slc31a1,SLC31A1,SLC31A1,True,True
Slc31a2,SLC31A2,SLC31A2,True,True
Slc32a1,SLC32A1,SLC32A1,True,True
Slc33a1,SLC33A1,SLC33A1,True,True
Slc34a3,SLC34A3,SLC34A3,False,True
Slc35a1,SLC35A1,SLC35A1,True,True
Slc35a2,SLC35A2,SLC35A2,True,True
Slc35a3,SLC35A3,SLC35A3,True,True
Slc35a4,SLC35A4,SLC35A4,True,True
Slc35a5,SLC35A5,SLC35A5,True,True
Slc35b1,SLC35B1,SLC35B1,True,True
Slc35b2,SLC35B2,SLC35B2,True,True
Slc35b3,SLC35B3,SLC35B3,True,True
Slc35b4,SLC35B4,SLC35B4,True,True
Slc35c1,SLC35C1,SLC35C1,True,True
Slc35c2,SLC35C2,SLC35C2,True,True
Slc35d1,SLC35D1,SLC35D1,True,True
Slc35d2,SLC35D2,SLC35D2,True,True
Slc35d3,SLC35D3,SLC35D3,True,True
Slc35e1,SLC35E1,SLC35E1,True,True
Slc35e2,SLC35E2,SLC35E2,True,False
Slc35e3,SLC35E3,SLC35E3,True,True
Slc35e4,SLC35E4,SLC35E4,True,True
Slc35f1,SLC35F1,SLC35F1,True,True
Slc35f2,SLC35F2,SLC35F2,True,True
Slc35f3,SLC35F3,SLC35F3,True,True
Slc35f4,SLC35F4,SLC35F4,True,True
Slc35f5,SLC35F5,SLC35F5,True,True
Slc35f6,SLC35F6,SLC35F6,True,True
Slc35g1,SLC35G1,SLC35G1,True,True
Slc35g2,SLC35G2,SLC35G2,True,True
Slc35g3,SLC35G3,SLC35G3,False,True
Slc36a1,SLC36A1,SLC36A1,True,True
Slc36a2,SLC36A2,SLC36A2,False,True
Slc36a4,SLC36A4,SLC36A4,True,True
Slc37a1,SLC37A1,SLC37A1,True,True
Slc37a2,SLC37A2,SLC37A2,True,True
Slc37a3,SLC37A3,SLC37A3,True,True
Slc37a4,SLC37A4,SLC37A4,True,True
Slc38a1,SLC38A1,SLC38A1,True,True
Slc38a10,SLC38A10,SLC38A10,True,True
Slc38a11,SLC38A11,SLC38A11,True,True
Slc38a2,SLC38A2,SLC38A2,True,True
Slc38a3,SLC38A3,SLC38A3,True,True
Slc38a5,SLC38A5,SLC38A5,True,True
Slc38a6,SLC38A6,SLC38A6,True,True
Slc38a7,SLC38A7,SLC38A7,True,True
Slc38a8,SLC38A8,SLC38A8,True,True
Slc38a9,SLC38A9,SLC38A9,True,True
Slc39a1,SLC39A1,SLC39A1,True,True
Slc39a10,SLC39A10,SLC39A10,True,True
Slc39a11,SLC39A11,SLC39A11,True,True
Slc39a12,SLC39A12,SLC39A12,True,True
Slc39a13,SLC39A13,SLC39A13,True,True
Slc39a14,SLC39A14,SLC39A14,True,True
Slc39a2,SLC39A2,SLC39A2,False,True
Slc39a3,SLC39A3,SLC39A3,True,True
Slc39a4,SLC39A4,SLC39A4,True,True
Slc39a6,SLC39A6,SLC39A6,True,True
Slc39a7,SLC39A7,SLC39A7,True,True
Slc39a8,SLC39A8,SLC39A8,True,True
Slc39a9,SLC39A9,SLC39A9,True,True
Slc3a1,SLC3A1,SLC3A1,True,True
Slc3a2,SLC3A2,SLC3A2,True,True
Slc40a1,SLC40A1,SLC40A1,True,True
Slc41a1,SLC41A1,SLC41A1,True,True
Slc41a2,SLC41A2,SLC41A2,True,True
Slc41a3,SLC41A3,SLC41A3,True,True
Slc43a1,SLC43A1,SLC43A1,True,True
Slc43a2,SLC43A2,SLC43A2,True,True
Slc43a3,SLC43A3,SLC43A3,True,True
Slc44a1,SLC44A1,SLC44A1,True,True
Slc44a2,SLC44A2,SLC44A2,True,True
Slc44a3,SLC44A3,SLC44A3,True,True
Slc44a4,SLC44A4,SLC44A4,False,True
Slc44a5,SLC44A5,SLC44A5,True,True
Slc45a1,SLC45A1,SLC45A1,True,True
Slc45a3,SLC45A3,SLC45A3,True,True
Slc45a4,SLC45A4,SLC45A4,True,True
Slc46a1,SLC46A1,SLC46A1,True,True
Slc46a2,SLC46A2,SLC46A2,False,True
Slc46a3,SLC46A3,SLC46A3,True,True
Slc47a1,SLC47A1,SLC47A1,True,True
Slc48a1,SLC48A1,SLC48A1,True,True
Slc49a4,SLC49A4,SLC49A4,False,True
Slc4a10,SLC4A10,SLC4A10,True,True
Slc4a11,SLC4A11,SLC4A11,True,True
Slc4a1ap,SLC4A1AP,SLC4A1AP,True,True
Slc4a2,SLC4A2,SLC4A2,True,True
Slc4a3,SLC4A3,SLC4A3,True,True
Slc4a4,SLC4A4,SLC4A4,True,True
Slc4a5,SLC4A5,SLC4A5,True,True
Slc4a7,SLC4A7,SLC4A7,True,True
Slc4a8,SLC4A8,SLC4A8,True,True
Slc50a1,SLC50A1,SLC50A1,True,True
Slc51a,SLC51A,SLC51A,False,True
Slc51b,SLC51B,SLC51B,False,True
Slc52a2,SLC52A2,SLC52A2,True,True
Slc52a3,SLC52A3,SLC52A3,True,True
Slc5a10,SLC5A10,SLC5A10,False,True
Slc5a11,SLC5A11,SLC5A11,True,True
Slc5a12,SLC5A12,SLC5A12,True,True
Slc5a3,SLC5A3,SLC5A3,True,True
Slc5a5,SLC5A5,SLC5A5,True,True
Slc5a6,SLC5A6,SLC5A6,True,True
Slc5a7,SLC5A7,SLC5A7,True,True
Slc5a8,SLC5A8,SLC5A8,True,True
Slc6a1,SLC6A1,SLC6A1,True,True
Slc6a11,SLC6A11,SLC6A11,True,True
Slc6a12,SLC6A12,SLC6A12,True,True
Slc6a13,SLC6A13,SLC6A13,True,True
Slc6a15,SLC6A15,SLC6A15,True,True
Slc6a16,SLC6A16,SLC6A16,True,True
Slc6a17,SLC6A17,SLC6A17,True,True
Slc6a19,SLC6A19,SLC6A19,False,True
Slc6a3,SLC6A3,SLC6A3,True,True
Slc6a6,SLC6A6,SLC6A6,True,True
Slc6a7,SLC6A7,SLC6A7,True,True
Slc6a8,SLC6A8,SLC6A8,True,True
Slc6a9,SLC6A9,SLC6A9,True,True
Slc7a1,SLC7A1,SLC7A1,True,True
Slc7a10,SLC7A10,SLC7A10,True,True
Slc7a11,SLC7A11,SLC7A11,True,True
Slc7a14,SLC7A14,SLC7A14,True,True
Slc7a2,SLC7A2,SLC7A2,True,True
Slc7a3,SLC7A3,SLC7A3,True,True
Slc7a4,SLC7A4,SLC7A4,True,True
Slc7a5,SLC7A5,SLC7A5,True,True
Slc7a6,SLC7A6,SLC7A6,True,True
Slc7a6os,SLC7A6OS,SLC7A6OS,True,True
Slc7a7,SLC7A7,SLC7A7,True,True
Slc7a8,SLC7A8,SLC7A8,True,True
Slc8a1,SLC8A1,SLC8A1,True,True
Slc8a2,SLC8A2,SLC8A2,True,True
Slc8a3,SLC8A3,SLC8A3,True,True
Slc8b1,SLC8B1,SLC8B1,True,True
Slc9a1,SLC9A1,SLC9A1,True,True
Slc9a2,SLC9A2,SLC9A2,True,True
Slc9a3,SLC9A3,SLC9A3,True,True
Slc9a3r1,SLC9A3R1,SLC9A3R1,True,True
Slc9a3r2,SLC9A3R2,SLC9A3R2,True,True
Slc9a5,SLC9A5,SLC9A5,True,True
Slc9a6,SLC9A6,SLC9A6,True,True
Slc9a7,SLC9A7,SLC9A7,True,True
Slc9a8,SLC9A8,SLC9A8,True,True
Slc9a9,SLC9A9,SLC9A9,True,True
Slc9b1,SLC9B1,SLC9B1,True,True
Slc9b2,SLC9B2,SLC9B2,True,True
Slco1c1,SLCO1C1,SLCO1C1,True,True
Slco2a1,SLCO2A1,SLCO2A1,True,True
Slco2b1,SLCO2B1,SLCO2B1,True,True
Slco3a1,SLCO3A1,SLCO3A1,True,True
Slco4a1,SLCO4A1,SLCO4A1,True,True
Slco4c1,SLCO4C1,SLCO4C1,True,True
Slco5a1,SLCO5A1,SLCO5A1,True,True
Slf1,SLF1,SLF1,True,True
Slf2,SLF2,SLF2,True,True
Slfn5,SLFN5,SLFN5,True,True
Slirp,SLIRP,SLIRP,True,True
Slit1,SLIT1,SLIT1,True,True
Slit2,SLIT2,SLIT2,True,True
Slit3,SLIT3,SLIT3,True,True
Slitrk1,SLITRK1,SLITRK1,True,True
Slitrk2,SLITRK2,SLITRK2,True,True
Slitrk3,SLITRK3,SLITRK3,True,True
Slitrk4,SLITRK4,SLITRK4,True,True
Slitrk5,SLITRK5,SLITRK5,True,True
Slitrk6,SLITRK6,SLITRK6,True,True
Slk,SLK,SLK,True,True
Slmap,SLMAP,SLMAP,True,True
Slpi,SLPI,SLPI,False,True
Sltm,SLTM,SLTM,True,True
Slu7,SLU7,SLU7,True,True
Slx1b,SLX1B,SLX1B,True,True
Slx4,SLX4,SLX4,True,True
Slx4ip,SLX4IP,SLX4IP,True,True
Smad1,SMAD1,SMAD1,True,True
Smad2,SMAD2,SMAD2,True,True
Smad3,SMAD3,SMAD3,True,True
Smad4,SMAD4,SMAD4,True,True
Smad5,SMAD5,SMAD5,True,True
Smad6,SMAD6,SMAD6,True,True
Smad7,SMAD7,SMAD7,True,True
Smad9,SMAD9,SMAD9,True,True
Smagp,SMAGP,SMAGP,True,True
Smap1,SMAP1,SMAP1,True,True
Smap2,SMAP2,SMAP2,True,True
Smarca1,SMARCA1,SMARCA1,True,True
Smarca2,SMARCA2,SMARCA2,True,True
Smarca4,SMARCA4,SMARCA4,True,True
Smarca5,SMARCA5,SMARCA5,True,True
Smarcad1,SMARCAD1,SMARCAD1,True,True
Smarcal1,SMARCAL1,SMARCAL1,True,True
Smarcb1,SMARCB1,SMARCB1,True,True
Smarcc1,SMARCC1,SMARCC1,True,True
Smarcc2,SMARCC2,SMARCC2,True,True
Smarcd1,SMARCD1,SMARCD1,True,True
Smarcd2,SMARCD2,SMARCD2,True,True
Smarcd3,SMARCD3,SMARCD3,True,True
Smarce1,SMARCE1,SMARCE1,True,True
Smc1a,SMC1A,SMC1A,True,True
Smc1b,SMC1B,SMC1B,False,True
Smc2,SMC2,SMC2,True,True
Smc3,SMC3,SMC3,True,True
Smc4,SMC4,SMC4,True,True
Smc5,SMC5,SMC5,True,True
Smc6,SMC6,SMC6,True,True
Smchd1,SMCHD1,SMCHD1,True,True
Smco1,SMCO1,SMCO1,False,True
Smco3,SMCO3,SMCO3,False,True
Smco4,SMCO4,SMCO4,True,True
Smcr8,SMCR8,SMCR8,True,True
Smdt1,SMDT1,SMDT1,True,True
Smg1,SMG1,SMG1,True,True
Smg5,SMG5,SMG5,True,True
Smg6,SMG6,SMG6,True,True
Smg7,SMG7,SMG7,True,True
Smg8,SMG8,SMG8,True,True
Smg9,SMG9,SMG9,True,True
Smim1,SMIM1,SMIM1,True,True
Smim10l1,SMIM10L1,SMIM10L1,True,True
Smim10l2a,SMIM10L2A,SMIM10L2A,True,True
Smim12,SMIM12,SMIM12,True,True
Smim13,SMIM13,SMIM13,True,True
Smim14,SMIM14,SMIM14,True,True
